Vaccine,Dose,Geography Type,Geography,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size,State,HHS Region
Tetanus,Td or Tdap,States/Local Areas,Missouri,2018,50-64 Years,Overall,72.2,69.0 to 75.4,1366.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2011,>=65 Years,Overall,61.1,58.2 to 64.1,1772.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2019,50-64 Years,Overall,76.2,73.6 to 78.9,1623.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2013,>=65 Years,Overall,49.6,46.6 to 52.6,2251.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2016,50-64 Years,Overall,61.9,58.7 to 65.2,1784.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2018,18-64 Years at Increased Risk,Overall,33.1,29.8 to 36.4,1365.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2015,50-64 Years,Overall,65.4,62.4 to 68.4,1719.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2011,50-64 Years,Overall,72.1,69.1 to 75.0,1589.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2013,50-64 Years,Overall,62.0,58.8 to 65.1,1899.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2016,18-49 Years,Overall,70.1,67.3 to 73.0,1824.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2013,18-49 Years,Overall,62.6,59.7 to 65.6,1904.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2019,18-49 Years,Overall,78.8,76.6 to 81.0,2000.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2015,18-49 Years,Overall,70.0,67.0 to 73.0,1579.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2011,18-49 Years,Overall,77.3,74.0 to 80.6,1252.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2018,18-49 Years,Overall,73.8,70.6 to 76.9,1271.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2013,18-64 Years at Increased Risk,Overall,31.2,28.1 to 34.3,1708.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2015,>=65 Years,Overall,73.2,70.9 to 75.5,2503.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2020,18-64 Years at Increased Risk,Overall,30.2,27.7 to 32.8,2039.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2021,>=65 Years,Overall,72.9,70.7 to 75.1,4228.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2016,>=65 Years,Overall,75.4,73.1 to 77.7,2714.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2016,>=18 Years,Overall,63.4,61.6 to 65.3,6055.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2015,>=18 Years,Overall,64.4,62.6 to 66.2,5534.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2011,>=18 Years,Overall,73.0,70.9 to 75.1,4613.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2013,>=18 Years,Overall,59.8,58.0 to 61.7,6054.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2011,18-64 Years at Increased Risk,Overall,29.4,26.5 to 32.2,1660.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2010,18-64 Years at Increased Risk,Overall,26.9,23.4 to 30.3,1269.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2009,18-64 Years at Increased Risk,Overall,24.4,21.1 to 27.8,1237.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2008,18-64 Years at Increased Risk,Overall,25.2,21.7 to 28.7,1380.0,Missouri,Region 7
Zoster (Shingles),,States/Local Areas,Missouri,2014,>=60 Years,Overall,29.6,27.5 to 31.7,3417.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Missouri,2018,>=18 Years,Overall,71.2,69.3 to 73.1,4800.0,Missouri,Region 7
Zoster (Shingles),,States/Local Areas,Missouri,2017,60-64 Years,Overall,24.2,20.3 to 28.2,734.0,Missouri,Region 7
Zoster (Shingles),,States/Local Areas,Missouri,2016,60-64 Years,Overall,24.1,19.7 to 28.5,731.0,Missouri,Region 7
Zoster (Shingles),,States/Local Areas,Missouri,2018,60-64 Years,Overall,23.2,18.9 to 27.5,584.0,Missouri,Region 7
Zoster (Shingles),,States/Local Areas,Missouri,2014,60-64 Years,Overall,18.9,15.5 to 22.3,777.0,Missouri,Region 7
Zoster (Shingles),,States/Local Areas,Missouri,2015,60-64 Years,Overall,24.5,20.5 to 28.5,722.0,Missouri,Region 7
Zoster (Shingles),,States/Local Areas,Missouri,2020,60-64 Years,Overall,24.8,21.0 to 28.6,845.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2014,18-64 Years at Increased Risk,Overall,33.1,29.9 to 36.3,1652.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2014,>=65 Years,Overall,72.0,69.6 to 74.4,2598.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2017,18-64 Years at Increased Risk,Overall,34.7,31.8 to 37.7,1691.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2018,>=65 Years,Overall,74.4,72.1 to 76.8,2564.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2009,>=65 Years,Overall,68.3,65.3 to 71.3,1590.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2008,>=65 Years,Overall,67.7,64.8 to 70.6,1548.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2015,18-64 Years at Increased Risk,Overall,34.1,30.9 to 37.3,1654.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2011,>=65 Years,Overall,71.7,69.1 to 74.3,1995.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2010,>=65 Years,Overall,71.2,68.5 to 73.9,1883.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2021,18-64 Years at Increased Risk,Overall,32.2,29.6 to 34.8,2800.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2017,>=65 Years,Overall,77.7,75.5 to 79.9,2701.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2013,>=65 Years,Overall,71.0,68.3 to 73.7,2436.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2012,>=65 Years,Overall,71.1,68.4 to 73.8,2305.0,Missouri,Region 7
Pneumococcal,,States/Local Areas,Missouri,2016,18-64 Years at Increased Risk,Overall,35.0,31.5 to 38.5,1666.0,Missouri,Region 7
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2016,>=18 Years,Overall,56.7,54.7 to 58.7,5160.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2009,>=18 Years,Overall,57.1,53.9 to 60.2,2206.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2014,>=18 Years,Overall,52.2,49.8 to 54.5,3807.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2010,>=18 Years,Overall,57.0,53.8 to 60.1,2472.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2013,>=18 Years,Overall,52.8,50.7 to 54.9,4484.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2019,>=65 Years,Overall,73.0,70.2 to 75.8,1755.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2018,18-64 Years at Increased Risk,Overall,30.8,27.5 to 34.1,1380.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2014,50-64 Years,Overall,52.0,48.3 to 55.6,1230.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2014,>=65 Years,Overall,71.2,68.5 to 73.9,1833.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2017,18-64 Years at Increased Risk,Overall,34.9,31.4 to 38.3,1394.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2018,>=65 Years,Overall,37.5,34.1 to 40.9,1384.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2014,>=65 Years,Overall,32.4,29.6 to 35.1,1858.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2017,>=65 Years,Overall,38.5,35.4 to 41.6,1617.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2010,>=65 Years,Overall,13.0,10.2 to 15.7,935.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2018,>=65 Years,Overall,74.5,71.6 to 77.4,1514.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2020,>=65 Years,Overall,73.9,70.7 to 77.2,1253.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2008,18-64 Years at Increased Risk,Overall,21.6,18.6 to 24.7,1317.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2009,18-64 Years at Increased Risk,Overall,23.7,20.4 to 27.1,1312.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2010,18-64 Years at Increased Risk,Overall,23.8,20.6 to 26.9,1333.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2011,18-64 Years at Increased Risk,Overall,26.3,21.9 to 30.6,1451.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2019,>=18 Years,Overall,66.7,64.8 to 68.5,4770.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2016,>=65 Years,Overall,42.8,39.8 to 45.9,1791.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2014,>=65 Years,Overall,41.0,37.8 to 44.3,1508.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2009,>=65 Years,Overall,44.8,40.3 to 49.2,714.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2010,>=65 Years,Overall,46.7,42.2 to 51.3,867.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2013,>=65 Years,Overall,42.1,38.6 to 45.7,1440.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2019,50-64 Years,Overall,61.9,58.6 to 65.2,1513.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2016,50-64 Years,Overall,54.4,51.1 to 57.8,1578.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2019,>=65 Years,Overall,58.8,55.6 to 62.0,1596.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2020,>=60 Years,Overall,37.0,33.9 to 40.1,1706.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2009,18-49 Years,Overall,61.3,56.5 to 66.1,707.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2013,18-49 Years,Overall,57.8,54.6 to 61.1,1520.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2016,18-49 Years,Overall,63.2,60.1 to 66.3,1791.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2019,18-49 Years,Overall,72.7,69.8 to 75.6,1661.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2009,50-64 Years,Overall,55.2,50.5 to 59.9,785.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2010,50-64 Years,Overall,53.2,48.6 to 57.7,872.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2014,18-49 Years,Overall,56.6,52.8 to 60.5,1069.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2010,18-49 Years,Overall,61.8,56.9 to 66.6,733.0,Tennessee,Region 4
Tetanus,Td or Tdap,States/Local Areas,Tennessee,2013,50-64 Years,Overall,50.0,46.5 to 53.5,1524.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2018,60-64 Years,Overall,22.7,17.7 to 27.7,467.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2020,>=65 Years,Overall,42.1,38.5 to 45.8,1289.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2017,60-64 Years,Overall,22.3,17.9 to 26.8,544.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2010,>=60 Years,Overall,11.1,8.9 to 13.4,1266.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2014,60-64 Years,Overall,16.6,12.8 to 20.4,571.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2010,60-64 Years,Overall,7.1,3.1 to 11.1,331.0,Tennessee,Region 4
Zoster (Shingles),,States/Local Areas,Tennessee,2020,60-64 Years,Overall,23.5,18.2 to 28.8,417.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2019,18-64 Years at Increased Risk,Overall,34.2,30.8 to 37.5,1443.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2021,18-64 Years at Increased Risk,Overall,32.4,28.9 to 35.8,1190.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2017,>=65 Years,Overall,75.7,72.9 to 78.5,1604.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2015,18-64 Years at Increased Risk,Overall,35.2,31.6 to 38.9,1397.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2008,>=65 Years,Overall,64.3,61.4 to 67.3,1551.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2009,>=65 Years,Overall,63.9,61.2 to 66.7,1847.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2010,>=65 Years,Overall,66.1,63.3 to 68.8,1958.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2016,18-64 Years at Increased Risk,Overall,31.1,28.0 to 34.2,1557.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2011,>=65 Years,Overall,70.4,66.8 to 73.9,2006.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2012,>=65 Years,Overall,69.6,66.9 to 72.3,2197.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Tennessee,2013,>=65 Years,Overall,69.7,66.6 to 72.8,1637.0,Tennessee,Region 4
Pneumococcal,,States/Local Areas,Arizona,2020,18-64 Years at Increased Risk,Overall,25.6,23.0 to 28.2,1950.0,Arizona,Region 9
Pneumococcal,,States/Local Areas,Arizona,2013,18-64 Years at Increased Risk,Overall,34.1,28.5 to 39.8,844.0,Arizona,Region 9
Pneumococcal,,States/Local Areas,Arizona,2022,18-64 Years at Increased Risk,Overall,27.9,24.6 to 31.2,1775.0,Arizona,Region 9
Pneumococcal,,States/Local Areas,Arizona,2022,>=65 Years,Overall,69.3,66.9 to 71.7,3778.0,Arizona,Region 9
Tetanus,Td or Tdap,States/Local Areas,Arizona,2022,>=18 Years,Overall,60.8,59.0 to 62.6,8057.0,Arizona,Region 9
Tetanus,Td or Tdap,States/Local Areas,Arizona,2022,18-49 Years,Overall,59.1,56.3 to 61.9,2484.0,Arizona,Region 9
Tetanus,Td or Tdap,States/Local Areas,Arizona,2022,50-64 Years,Overall,63.6,60.2 to 67.0,2017.0,Arizona,Region 9
Tetanus,Td or Tdap,States/Local Areas,Arizona,2022,>=65 Years,Overall,61.9,59.3 to 64.5,3556.0,Arizona,Region 9
Tetanus,Tdap,States/Local Areas,Arizona,2022,>=18 Years,Overall,35.2,33.2 to 37.3,5758.0,Arizona,Region 9
Tetanus,Tdap,States/Local Areas,Arizona,2022,18-64 Years,Overall,36.4,33.8 to 38.9,3285.0,Arizona,Region 9
Tetanus,Tdap,States/Local Areas,Arizona,2022,>=65 Years,Overall,31.7,28.6 to 34.7,2473.0,Arizona,Region 9
Tetanus,Tdap,States/Local Areas,Nevada,2022,18-64 Years,Overall,31.7,27.9 to 35.4,1156.0,Nevada,Region 9
Tetanus,Tdap,States/Local Areas,Nevada,2022,>=65 Years,Overall,26.1,21.1 to 31.1,687.0,Nevada,Region 9
Tetanus,Tdap,States/Local Areas,Nevada,2022,>=18 Years,Overall,30.3,27.3 to 33.4,1843.0,Nevada,Region 9
Tetanus,Td or Tdap,States/Local Areas,Nevada,2022,>=18 Years,Overall,55.0,52.2 to 57.9,2510.0,Nevada,Region 9
Tetanus,Td or Tdap,States/Local Areas,Nevada,2022,18-49 Years,Overall,59.1,54.8 to 63.3,899.0,Nevada,Region 9
Tetanus,Td or Tdap,States/Local Areas,Nevada,2022,>=65 Years,Overall,52.0,46.9 to 57.0,945.0,Nevada,Region 9
Tetanus,Td or Tdap,States/Local Areas,Nevada,2022,50-64 Years,Overall,49.5,44.1 to 55.0,666.0,Nevada,Region 9
Pneumococcal,,States/Local Areas,Nevada,2022,>=65 Years,Overall,66.2,61.5 to 70.9,994.0,Nevada,Region 9
Pneumococcal,,States/Local Areas,Nevada,2022,18-64 Years at Increased Risk,Overall,22.7,18.4 to 27.0,625.0,Nevada,Region 9
Zoster (Shingles),,States/Local Areas,Wyoming,2014,>=60 Years,Overall,32.7,30.6 to 34.8,3384.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2019,>=18 Years,Overall,44.5,41.7 to 47.3,2607.0,Wyoming,Region 8
Zoster (Shingles),,States/Local Areas,Wyoming,2017,>=60 Years,Overall,37.2,34.8 to 39.6,2124.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2010,18-64 Years,Overall,11.3,9.4 to 13.2,2366.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2016,18-64 Years,Overall,36.1,32.8 to 39.3,1740.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2013,>=65 Years,Overall,19.4,17.1 to 21.8,1638.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2019,18-64 Years,Overall,48.7,45.3 to 52.1,1393.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2013,18-64 Years,Overall,29.8,27.4 to 32.3,2437.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2019,>=65 Years,Overall,29.8,26.3 to 33.3,1214.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2016,>=65 Years,Overall,20.1,17.1 to 23.1,1247.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2010,>=65 Years,Overall,3.9,2.7 to 5.0,1345.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2013,>=18 Years,Overall,27.8,25.8 to 29.9,4075.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2016,>=18 Years,Overall,32.7,30.0 to 35.3,2987.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Wyoming,2010,>=18 Years,Overall,9.9,8.4 to 11.5,3711.0,Wyoming,Region 8
Zoster (Shingles),,States/Local Areas,Wyoming,2023,60-64 Years,Overall,28.7,23.6 to 33.8,379.0,Wyoming,Region 8
Pneumococcal,,States/Local Areas,Wyoming,2023,18-64 Years at Increased Risk,Overall,31.7,27.7 to 35.6,719.0,Wyoming,Region 8
Pneumococcal,,States/Local Areas,Wyoming,2023,>=65 Years,Overall,67.4,64.9 to 69.8,2046.0,Wyoming,Region 8
Zoster (Shingles),,States/Local Areas,Wyoming,2023,>=60 Years,Overall,46.7,44.3 to 49.1,2463.0,Wyoming,Region 8
Zoster (Shingles),,States/Local Areas,Wyoming,2023,>=65 Years,Overall,52.7,50.2 to 55.2,2084.0,Wyoming,Region 8
Tetanus,Tdap,States/Local Areas,Guam,2022,>=18 Years,Overall,28.4,23.2 to 33.7,1306.0,Guam,Region 9
Tetanus,Tdap,States/Local Areas,Guam,2022,18-64 Years,Overall,26.3,21.5 to 31.2,949.0,Guam,Region 9
Tetanus,Tdap,States/Local Areas,Guam,2022,>=65 Years,Overall,37.9,21.0 to 54.9,357.0,Guam,Region 9
Tetanus,Td or Tdap,States/Local Areas,Guam,2022,50-64 Years,Overall,44.8,36.7 to 52.8,527.0,Guam,Region 9
Tetanus,Td or Tdap,States/Local Areas,Guam,2022,>=65 Years,Overall,53.3,41.0 to 65.5,524.0,Guam,Region 9
Tetanus,Td or Tdap,States/Local Areas,Guam,2022,>=18 Years,Overall,51.0,46.6 to 55.5,1888.0,Guam,Region 9
Tetanus,Td or Tdap,States/Local Areas,Guam,2022,18-49 Years,Overall,53.2,47.5 to 58.9,837.0,Guam,Region 9
Pneumococcal,,States/Local Areas,Guam,2022,>=65 Years,Overall,46.0,33.2 to 58.7,534.0,Guam,Region 9
Pneumococcal,,States/Local Areas,Guam,2022,18-64 Years at Increased Risk,Overall,19.4,12.4 to 26.4,527.0,Guam,Region 9
Zoster (Shingles),,States/Local Areas,Guam,2020,60-64 Years,Overall,7.0,3.5 to 10.5,195.0,Guam,Region 9
Pneumococcal,,States/Local Areas,Guam,2021,18-64 Years at Increased Risk,Overall,18.2,11.7 to 24.7,379.0,Guam,Region 9
Pneumococcal,,States/Local Areas,Guam,2019,>=65 Years,Overall,42.4,33.5 to 51.2,459.0,Guam,Region 9
Pneumococcal,,States/Local Areas,Guam,2020,18-64 Years at Increased Risk,Overall,13.7,9.9 to 17.5,522.0,Guam,Region 9
Pneumococcal,,States/Local Areas,Guam,2021,>=65 Years,Overall,26.9,18.6 to 35.2,349.0,Guam,Region 9
Pneumococcal,,States/Local Areas,Guam,2019,18-64 Years at Increased Risk,Overall,16.9,13.0 to 20.7,584.0,Guam,Region 9
Pneumococcal,,States/Local Areas,Guam,2020,>=65 Years,Overall,33.4,23.0 to 43.9,433.0,Guam,Region 9
Zoster (Shingles),,States/Local Areas,Guam,2020,>=60 Years,Overall,17.2,12.0 to 22.5,640.0,Guam,Region 9
Tetanus,Td or Tdap,States/Local Areas,Guam,2019,>=65 Years,Overall,56.8,47.5 to 66.1,449.0,Guam,Region 9
Tetanus,Td or Tdap,States/Local Areas,Guam,2019,50-64 Years,Overall,54.3,47.0 to 61.5,579.0,Guam,Region 9
Tetanus,Td or Tdap,States/Local Areas,Guam,2019,>=18 Years,Overall,57.5,53.8 to 61.1,2026.0,Guam,Region 9
Tetanus,Td or Tdap,States/Local Areas,Guam,2019,18-49 Years,Overall,58.8,54.1 to 63.4,998.0,Guam,Region 9
Zoster (Shingles),,States/Local Areas,Guam,2020,>=65 Years,Overall,24.1,15.5 to 32.7,445.0,Guam,Region 9
Zoster (Shingles),,States/Local Areas,Connecticut,2020,>=60 Years,Overall,42.1,39.7 to 44.5,3511.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2016,>=65 Years,Overall,15.9,14.2 to 17.6,2618.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2017,>=65 Years,Overall,18.1,15.5 to 20.8,1012.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2019,>=65 Years,Overall,31.9,29.2 to 34.5,1993.0,Connecticut,Region 1
Zoster (Shingles),,States/Local Areas,Connecticut,2019,>=60 Years,Overall,41.7,39.8 to 43.6,4194.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2017,18-64 Years,Overall,33.4,30.4 to 36.5,1733.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2016,18-64 Years,Overall,33.3,31.3 to 35.3,3883.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2019,18-64 Years,Overall,44.2,41.8 to 46.7,2721.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2013,>=65 Years,Overall,14.7,12.4 to 17.0,1432.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2013,18-64 Years,Overall,28.9,26.5 to 31.4,2934.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2019,>=18 Years,Overall,41.3,39.3 to 43.3,4714.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2013,>=18 Years,Overall,25.9,23.9 to 27.8,4366.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2016,>=18 Years,Overall,29.3,27.6 to 30.9,6501.0,Connecticut,Region 1
Zoster (Shingles),,States/Local Areas,Connecticut,2017,>=60 Years,Overall,40.4,38.5 to 42.2,4436.0,Connecticut,Region 1
Tetanus,Tdap,States/Local Areas,Connecticut,2017,>=18 Years,Overall,29.9,27.5 to 32.4,2745.0,Connecticut,Region 1
Zoster (Shingles),,States/Local Areas,Connecticut,2023,>=60 Years,Overall,55.4,52.7 to 58.0,3960.0,Connecticut,Region 1
Zoster (Shingles),,States/Local Areas,Connecticut,2023,60-64 Years,Overall,49.3,44.6 to 54.0,938.0,Connecticut,Region 1
Pneumococcal,,States/Local Areas,Connecticut,2023,18-64 Years at Increased Risk,Overall,30.9,27.2 to 34.6,1586.0,Connecticut,Region 1
Pneumococcal,,States/Local Areas,Connecticut,2023,>=65 Years,Overall,73.0,70.0 to 76.0,2962.0,Connecticut,Region 1
